text,label
"Gutschein ""-50% REBELITA Fleecepulover für Frauen!"" https://t.co/EC0VX6LWYj",none
"#Hofheim Hobbyhure-sucht-Taschengeld: Anna zarte St*te - Zarte, deutsche St*te  will d... https://t.co/z5s5n4K9fl https://t.co/FJqJxBuyIS",profanity
"„Die Wähler sind halt zu dumm, sodass wir ihnen unsere Positionen nicht vermitteln konnten. Diese Verachtung für si… https://t.co/rMolA6HBKi",hateful
"benutze dein Gehirn! 
Niemand hat mich bezahlt :(
#EducaAunFifi",none
RT @Ulrik_von: @spdberlin @gabischoff @RaedSalehBerlin Das neue Logo ist auch schon fertig. https://t.co/BZeIk9yBzf,none
"@RainerWinklerDE Lieben Heteros, jetz habter richtig Scheiße am Arsch, etzala fliegt ihr raus.",none
"@Piratenpartei Was soll dieses Gequatsche von Nazis? Wer gegen ILLEGALE Migration und linken Gesinnungsterror ist,… https://t.co/FRLCTDCZoE",none
@nicerlucas Scheiß alki,profanity
@DanyVause Deutsche Kultur https://t.co/nUdQfuCLsc,none
@maynstream Bin halt aber schon tip-top motivator https://t.co/AvRaWLUEMI,none
ich hasse meine eltern ohne spass diese dummen hurensohne ich bin fucking 14 und die heulen rum wenn ich EINE fuxki… https://t.co/ARddcXxbDn,profanity
scheiß bauchschmerzen,none
"@DrThomasBruns @VonSchwer Wer tritt denn heute von den dt. Politikern noch zurück?
Demnach hätte Merkel schon vor J… https://t.co/rRzVlfdkMK",none
RT @ZDFheute: Wer wählte die Grünen bei der #Europawahl2019? https://t.co/bDmYsTVuTf,none
@tukyabitch lass linken,none
"Merkel hat Deutschland abgehakt.
Es interessiert sie einfach nicht mehr.
Sie reist ein bisschen durch die Welt und… https://t.co/ofrWEtyVKP",none
Alkohol und Schwangerschaft: Noch nicht geboren – schon betrunken https://t.co/mEMT2egFpC,none
"RT @____Firefox___: Der Kern der #Grünen Pädo und Nekrosex Sekte.

Was ist das doch für ein widerliches Geschmeiß 

Die Grünen müssen weg h…",profanity
"RT @Zar2001doz: @tagesschau Trump war im Dezember in Deutschland, ohne Merkel und Maas überhaupt bescheid zu geben.
Jetzt versetzt Pompeo d…",none
"Kölner Stadt-Anzeiger: Martin Schulz wirft Merkel Untätigkeit für Europa vor – ""Skandal, dass sie am Euro https://t.co/ARMwSBbkGH",none
"RT @Glockto: Wenn ich Blumenkohl zubereite, muss ich immer vorstellen, dass ich ein Gehirn seziere.

""Und das, werte Kolleginnen und Kolleg…",none
"RT @zuckerbienchen_: Bin kurz vor den 2.222 Followern!

Ein paar von euch können sich jetzt schon mal ausziehen und mir dann ihre Nudes sch…",none
„Schlimmer geht es nicht“ – Adidas-Chef Rorsted rechnet mit Bundeskanzlerin Merkel ab https://t.co/QsBE9yAeXY via @DrDavidBerger,none
@untenistoben Unfassbar. Merkel muss weg!,none
"@ZDFheute @wulfschmiese Ach, und mit Leuten wie Maas und Merkel, die uns vorgelogen haben, der unheilvolle… https://t.co/M4pnSEFeHF",none
@milkiriveri Beißt Dir den Kopf ab,none
RT @tabeayy: meine tante schickt das einfach in die familiengruppe und i- https://t.co/NFpw13DNHU,none
RT @SpiegelAnti: Warum die Europäer Vasallen der USA sind und wie von dieser Tatsache abgelenkt wird https://t.co/t02eVtMCZf,none
macht mich schon wieder absolut sad dass ich nichts kann,none
"Achja Deutsche und ihr Heldenmythos😒
https://t.co/JiCFjakW4W",none
"@WELTnews Don alphonso? Echt jetzt? Der komische neue-Rechte, der nie Ahnung hat?",none
@vanHimbeeren @tagesschau Wenn ich ihr Gesicht sehe muss ich auch brechen! 😁,none
RT @AliceWo18626168: Merkel spalterische Eurorettungspolitik entpuppt sich als fiskalisches Fiasko un Täuschungskonstrukt https://t.co/FDHX…,none
@tagesschau Mir doch Scheißegal,none
Und noch eine Luftblase: Merkel strebt Klimaneutralität bis 2050 an https://t.co/kDlqUZcdo1,none
@Tulpa2230 @ZDFheute @PeterToitberg @ArminWolf Die Arroganz der Linken schadet nicht nur dem politischen Diskurs so… https://t.co/5EElap5LXN,hateful
@schwartz_ht @internetbazi @KulierJarolina Ist Dein bester Freund auch so 1 Hurensohn wie der Bazi?,offensive
@Golzheimer Das ist das Resultat Merkel Deutschland Europa Welt Politik/Merkel kassierte Milliarden für Aufbau der… https://t.co/q2smFXJmoE,none
Kennst du schon „Ryan Riback - Kinder Eyes (HoshiMusikDesign)“ von HoshiMusikDesign auf #SoundCloud? #np https://t.co/sTtTrCgBFZ,none
Neueste Videos :  30.05.2019 von KikiVega -&gt; Krasse Aktion. Von der Strasse direkt in den ARSCH !! https://t.co/bzbpPlIsgw,profanity
RT @heuteshow: Einfach weiter lächeln. #AKK #Merkel https://t.co/8dTW0WHlnI,none
"Deutsche hobby pornos, deutsche junge schlampen porno. Teens ficken hd frauen ficken sich. https://t.co/QCWxAen3tA",profanity
Dir würde ich jetzt gerne in deinen geilen Arsch ficken und dir das Arschloch voll spritzen.  Geile Sau… https://t.co/h0as0ch4s8,profanity
@realverlust Kotzen muss ich so oder so 😂,none
@SchwesterFD Einfach nur ❤❤❤,none
"@Dieter_Grind Da brauchts nicht mal was staatlich organisiertes. Die Leute sind so im Kopf gfickt, die schaffens selbst",profanity
"@KNA_Redaktion @bodoramelow Hmm, ab 1933 unterstützte die Kirche ja auch die Nazis! 🤷🏼‍♀️",none
"@Karl_Lauterbach Du Super Spinner!
Ihr seit doch die Mietpreis Wucherer mit Eurem Styropor "" das Pack"" Gabriel.
Verlogene Scheiss Partei",hateful
"RT @434Italo: Niemand in Europa redet vom Klimaschutz. Nur in eurer kleinen, deutsch-chauvinistischen Welt, die ihr euch eingerichtet habt,…",none
@sailorvicious_ DAS DOCH FRÜHER! :&gt;,none
@jusederjude kinder sind halt dumm wie scheiße schade,hateful
RT @tagesschau: Auf 11 Quadratmetern mit einer vierköpfigen Familie: Junge Wohnkonzepte in Europa. Unsere neue Serie #Club28 zeigt Probleme…,none
@bernd471 @Silke1974geb @Mrchentante1 Die Linken und Grünen scheinbar doch!,none
@Sudelheft Was für ein dummes widerliches Arschloch,profanity
Merkel hat doch fast alles erreicht!Den Rest Deutschland schafft sie auch noch!Macht alle weiter so und denkt das s… https://t.co/vjHZSOALty,offensive
Extension: Daniel Mitchell (F) | Telford Tigers -&gt; Telford Tigers | https://t.co/nkx2RGNWVN #NIHL,none
"RT @Ricarda_Lang: Konservative: Die Linken machen nur noch Identitätspolitik und sind deshalb Schuld am Rechtsruck. 

Linke: Lasst mal über…",none
RT @schautnichtweg: @LoveGuerillos @thorser62 @luciamertins @kmw2904 Ich pack’s langsam nicht mehr 🙈😅🤩 https://t.co/VtR6VnY7LL,none
Merkel Doktorarbeit: Ein Fake? | MMnews https://t.co/nmHgVfK0IA,none
"@citylayer Ich packs eh überhaupt nicht, dass es hier schon so weit ist. Anscheinend taugt die neue Balkonlage echt was. 😂",none
@coffeiniker Oder der Aluhut zu fest auf dem Kopf sitzt und das restliche Hirn zerquetscht,none
"@Enrico95151143 @welt Schon ""irritierend"" dass hinter Herrn Kühnert nicht nur der DIW-Präsident Fratzscher sondern… https://t.co/YKvE1icEOW",none
pass that Deutsche,none
"RT @_Adora_Belle_: Politiker so: ""Die Jugend ist so unpolitisch!""
#Rezo  so: *beschäftigt sich mit Politik*
Politiker so: ""Mimimi, #fakenew…",none
Zurück ins Jugendzimmer https://t.co/PRUP8CoQDH,none
RT @VQuaschning: #Merkel will Klimaneutralität bis 2050. Reicht nicht für Paris. Mit aktueller Politik wirds auch nichts vor 2200. Merkel i…,none
Gabriel morreu,none
@ThorsMetkeller Bestell dir halt früher was DansGame,none
Juristen die nichts können werden Politiker vom Kaliber Maas!,none
@YohBuh @ZeeLikeZorro @MOOOrizzle Scheiß Nazi!!!!!,offensive
RT @Craftergut5: @CDU Das ist eure Politik Merkel und sie der Verbrecher Macron. https://t.co/erTdrUYp19,offensive
KEIN WUNDER !!! Diese NAZIS wollten/wollen ÖSTERREICH PUTSCHEN !!! KEINE MACHT diesen NAZIS !!! #HCSmussWeg… https://t.co/tBdl3Nn8Io,none
RT @alextv: Gibt es eigentlich Puffs für Frauen? 🤔,none
"Das linke Wahldesaster in Europa

Strömungsübergreifend haben linke Parteien bei der EU-Wahlen verloren. Ein nachha… https://t.co/BuBI5szpRx",none
@BILD Sie meisten Grünen sind Alkoholiker.,hateful
"RT @chil_ro: Es gibt immer dieses ""nur mal kurz"" ARSCHLOCH! https://t.co/SZGCAiHsqc",profanity
"Freiheizstatue: RT AchimSpiegel: Bei Euch LINKEN gäbe es gar nichts, außer Zerfall, Armut und Unterdrückung.… https://t.co/Q9C1DUmSye",none
RT @Grottekbrutal: Deutsche Traumurlaub https://t.co/5xAiARXiCe,none
RT @BytePirat: Es ist eine Schande! Es gibt tausende bedürftige Kinder und Familien. Warum kann man diese Lebensmittel nicht verschenken? h…,none
"RT @PParzival: #Aufstehen gegen pseudolinken Grüne
Die vormalige grüne Friedenspartei hat sich zur schrillsten Kriegspartei gemausert, die…",none
Der Doktor hat ein Herz. Das ist NICHT dumm! #HomeForWhovians,none
@weilkp1 da stimmt einfach alles vallah,none
@frauE_ausB Du leckst den ab????🙄,none
@faznet Nun die USA machen doch nur was Merkel selbst fordert. https://t.co/BRS9z1Yuz5,none
"@RandyRaudi @tagesschau Was hat das mit dem Islam zu tun? Alle Religionen gehören zum Teufel, um es mit ihrem Wort zu sagen",none
"Was machen eigentlich die Linken und ihre symphatische Vorzeigekandidatin , weiss man da was ?",none
"Was die  #erstwähler  noch erfahren werden ist, dass ein Kreux bei den Grünen nicht das Klima rettet,,weil Grüne  v… https://t.co/rggHOvByzO",none
Hitler macht kein Deutschrap 6:1 hitler,none
"@lukasinho01 Ist irgendwie blöde, AFD ist scheiße aber auch die scheinheilige Linke und CO. Wenn man sich mal richt… https://t.co/RZRn2hYYC7",offensive
RT @mozart2018: #EUWahl Stoppt endlich Merkels jahrelange #Massen-und #Verbrecherinvasion sie zerstört Deutschland   wählt #AFD https://t.c…,offensive
"Wussten Sie, dass das Wort “Mülldeponie” eigentlich schon zu den veralteten Wörtern in Deutschland zählen müsste?
W… https://t.co/dtQBDL6B9C",none
@AljaseAs Puh. Was für kollossale Scheisse einfach. (Kann das nicht faven. ☹️),profanity
"Die deutschen Politiker sind den Islamisten ausgeliefert, Punkt",none
"Ein Rapper, der in seinen Texten hauptsächlich misogyne scheiße von sich gibt und sich als misogynes Arschloch insz… https://t.co/EyqH4V6yKK",profanity
deutsche xxxtentacion https://t.co/BNE5k3hVw3,none
"RT @ulrichham: @Karl_Lauterbach Wir hatten schon mal rot grün .Abgezockt habt ihr uns .Belogen und betrogen .H4 , Altersarmut ,Leiharbeit,…",hateful
"RT @_TheTrveVarg_: Deutschland wird in der Bedeutungslosigkeit verschwinden. Eine Schande, wenn man bedenkt, was Deutsche der Welt einst hi…",none
"Wie viele dumme Menschen es doch gibt... Und sie merken noch nicht mal, wie dämlich sie sind. Sie denken total besc… https://t.co/evnrJebcdu",hateful
"RT @SonjadelaRosa7: @Eddie_1412 @DarkCat90 @zeitonline Verdammt, die Grünen kommen nicht ins Himmelsreich, weil sie Vielflieger sind?! 🤣",none
RT @tagesschau: Stiftung Warentest: Tropenholz in Grillkohle https://t.co/iWgoLmpTu4 #Grillen #Grillkohle,none
@steak_staub6760 Hört sich nach aua an,none
RT @depositodetiras: por charles schulz https://t.co/KZHHK9XMhF,none
"@FrauWeh Wart ab, die Bogenschützen dezimieren die Prinzen und dann stimmt es wieder ;-)",none
@GurkenplaysYT @ChrisFCN1900 Was ein hurensohn und dann lacht der noch so dreckig...,profanity
@BeateHaubrock @mokomokai @KJPGehrden #IdentifikationmitdemAggressor? Oder einfach Dummheit?,none
"RT @samelou: Das seltsame an der Zensur dieses Satzes: er ist einfach nur ein Fakt. Es ist keine Beleidigung, keine Verleumdung, keine entw…",none
"RT @oklara: Nazis sind Nazis, weil sie Nazis sein wollen.",none
"Real pornos deutsch, reality kings gratis. Frauen vogeln milf arsch https://t.co/kmtGI7MbtE",profanity
"Was geschieht, wenn deutsche Familien #Austauschschüler aufnehmen: mal die übliche Teenager-Mühsal, mal Sitcom, mal… https://t.co/bPIwteQK4v",none
"RT @TemmuzKacak: Deutsche Medien sind schon komisch:
TerrorPKK in #Deutschland 
Gestern:
#Pkk = Freiheitskämpfer 
Jetzt:
Pkk = Irakische Ro…",none
@AfDBerlin Burka für Merkel! https://t.co/n4Xrey3s8s,none
Und ich werde NURNOCH in meinem Zimmer sitzen und ich werde hier bis ich ausziehe KEIN Gramm essen zu mir nehmen !!,none
"@BoserEr @SebastianHampel @DrDavidBerger Was ist den mit den Gängster Rap. Unsere Kinder verblöden,wenn sie die Cha… https://t.co/XVfdR9gove",none
"Für mich schon DAS BUCHZITAT des Tages:

""Immer musste man dort hinter irgendeinem Idioten in der Schlange stehen,… https://t.co/bL1hZeYyep",none
@ghostikun sexistische kackscheisse einfach nur,profanity
@Krise_K @BrabaxBln @s_ill_e @Zitronenjette20 @Morgaine620 @dgh_de Auch das Treppenhaus ist dann sehr einfach zu re… https://t.co/EHnW43wide,none
"liebs, wie er beim Wahlomat auch bei den grünen am meisten Prozent hatte, aber bestimmt irgendeinen anderen scheiß… https://t.co/l55CAQLg2F",profanity
RT @burger_ein: Bewährungsstrafe für  Schwarzafrikanischen Asyltouristen der eine junge Deutsche auf Kirchentreppe vergewaltigt hat https:/…,none
"Hure mit milch lesbensexvideos kostenlos. Blonde deutsche schlampe, deutsche schwiegermtter gratis porno. https://t.co/iW5W99oAJM",profanity
@chris_98763 @zeitonline dummheit volltreffer,none
"RT @schmid_claudio: Es ist mir ein Rätsel wozu es überhaupt noch Wirtschaftsverbände gibt. Tatenlos sehen sie zu, wie eine grüne Bande den…",none
"RT @DaddyAtze: So that was fun 😜💦💦💦🤘
Einfach goil, dieser Arsch 🤘😜 https://t.co/O1qiWZis6U",profanity
@cookiesforjoon fandest du es auch so scheiße wie ich?,profanity
"Sind blaue Haare das neue blond oder warum wird @rezomusik, um es doof zu sagen, für dumm erklärt?",none
"@Skototaxis Damals, als es linke Journalisten waren, die sich so trafen.",none
"Reifen frauen com, fette haarige frauen. Ficken junge frauen deutscher wrge fetisch porno https://t.co/bvgPauANmS",profanity
"Samsung DA29-00020B, HAF-CIN/EXP Premium Refrigerator Water Filter (White, 2 pack)
         https://t.co/IgevEPEmUG… https://t.co/fjNWdORenQ",none
"@aufklaerer2017 Der #Aufschrei gewesen, wenn er einen #linken über die Brüstung gehoben hätte 😎",none
"#NWBRE14

Borken (Westf.) (ab 16:31) -&gt; Essen Hbf (an 17:29) am 15.05.2019 +++ Teilausfall +++ von Dorsten (ab 16:5… https://t.co/DQFghhRD1L",none
@tagesschau Allen ein fröhliches Allahu Akbert.,none
wennst nicht zuhörst und SIE dich gegen die wand choked💖💖,none
Hurensohn wer nicht für mich stimmt,profanity
"@ZDFheute @sven_giegold Rot-Grün zusammen haben 1,7% verloren.",none
was zur hölle ist in dem veganem dings von mecces dringe warum sieht der scheiß genau so aus wie deren ranziges rindfleisch,profanity
Hurensohn wer Videoaufrufe kaufende hurensöhne hört,profanity
RT @TopTomCH: FF Nicht für jeden Arsch - Fistplay  😜😜😜 #gay #ass #assplay #ff #fistingtime #fisting #xyz  © @TopTomCH https://t.co/O7YF0ZgA…,profanity
"RT @BoserEr: Causa Strache: Ein Konservativer schießt einen Bock und tritt zurück.
Linke tricksen, betrügen, versagen und brechen geltendes…",none
mdchen naked extrem behaarte muschis a deutsche porno deutsche transnutte porno clip https://t.co/dCh4j9R8JK,profanity
@SPIEGEL_alles Habt Ihr da nicht was verwechseln ist es nicht die SPD die mit dem Islam den Roten Teppich aus legt… https://t.co/foCSZRIccb,none
Kurz schreckt echt vor nix zurück. #EUWahl19,none
@cubcgn1 @Davidhf92 Den arsch würde ich gerne einmal verwöhnen,profanity
"RT @narrhallamarsch: scheiß auf Spargel, Erbeeren for President!",none
RT @el_ramberto: @hururensooohn okok stopp nein abort mission da ist n faltiger arsch voll mit ausschlag,profanity
@realAntiZion77 @nettilatte @AkifPirincci @HCStracheFP Halt deine fresse du anonymer nicht mal seine fresse zeigender Bonner stricher,offensive
"@PillePa47127736 @rezomusik Ich wollte nur zeigen, dass meine Tweets einen Scheiß zur Umweltbelastung beiträgt. Und… https://t.co/NXyPAdCIBE",none
Trends der Grünen Branche auf der Spoga+Gafa  https://t.co/3NOVZpn6vf,none
RT @Bjrn17547904: @gruenenrw @Die_Gruenen Nein zum Nationalmasochismus der Grünen und anderen Linken Geisteskranken !!! https://t.co/8Jr1Zz…,hateful
@larsweisbrod Wir sind im Arsch...,profanity
Will ich mich verlieben oder bin ich einfach nur dumm?,none
@ess_steffen A Flüchtlinge B Asylanten C Goldstücke D Facharbeiter,none
@domi_twr @Aelydysdenossi @Morastmops Behinderte fresse? Der kann mich mal gewaltig am Arsch lecken!,offensive
"@politicalbeauty #naziaufmärsche können nicht unter freie meinungsäusserung, demorecht, genemigt werden, da nazis g… https://t.co/laRGYIErrm",none
An alle Frauen der Welt. https://t.co/5a3bJEkP9Y,none
@bodoloettgen Grün war schon immer linksextrem.,hateful
@tagesschau Das wird den Linksextremisten und Merkels Fachkräften überhaupt nicht gefallen!,none
"RT @a_nnaschneider: Und die Krönung des ganzen ist Ökofeminismus aka: #birthstrike, also keine Kinder bekommen, der Umwelt zuliebe. Völlig…",none
"@krippmarie Der Brinkhaus ist auch nicht das, was man von ihm erwartet hat. Keinen Deut besser als der ganze CDU-Ve… https://t.co/2GsfsDflES",none
"Das ist der größte Fehler dieser ganzen Idioten. Jeden, der (noch) dümmer ist als sie, dennoch/""erst recht"" maximal… https://t.co/l8GpjHfi4f",hateful
RT @just__st: Junge ich hasse meine scheiß Hurensohn klasse.,profanity
@MaribonCW dumme hurensöhne die jungen,offensive
"RT @LaVieVagabonde: In der nächsten BILD: Schwarze Schuhcreme und eine Anleitung, wie man sich dunkle Haut ~bastelt~! 

Herrje. https://t.c…",none
@YuumaTsukumo @AfDBerlin Bei 1.67% von Islamisierung labern ist schon gewaltig debil.,offensive
"@AndreasStraub Ich würde nicht blöd sagen, sondern eher verblendet, sie haben sich von linken Rassisten leimen lass… https://t.co/HZgvuLkgW8",none
